FinancialId,dateKey,storeId,Revenue,COGS,operatingExpenses,marketingExpenses,taxAmount,grossProfit,netProfit
13872,20251126,5,2176.04,1257.24,385.43,81.54,88.87,918.8,362.96
13873,20251126,6,1955.53,1172.73,306.49,119.98,76.82,782.8,279.51
13874,20251126,7,3480.97,2455.26,513.33,224.86,115.21,1025.71,172.31
13875,20251126,8,4577.39,2960.99,549.51,338.29,199.21,1616.4,529.39
13876,20251126,9,842.86,601.58,174.83,35.29,37.73,241.28,-6.57
13877,20251126,10,2772.52,1564.21,440.72,113.58,115.16,1208.31,538.85
13878,20251126,11,1833.41,1207.93,343.55,141.76,83.78,625.48,56.39
13879,20251126,12,3824.74,2293.47,707.92,297.55,146.11,1531.27,379.69
13880,20251126,13,5379.39,3245.69,959.53,221.5,239.62,2133.7,713.05
13881,20251126,14,2301.9,1339.47,503.47,151.26,71.28,962.43,236.42
13882,20251126,15,2077.29,1332.44,439.81,112.68,66.3,744.85,126.06
13883,20251126,16,2779.42,1798.46,341.43,115.32,94.68,980.96,429.53
13884,20251126,17,1371.48,887.11,261.43,97.84,49.82,484.37,75.28
13885,20251126,18,3286.97,1984.69,652.62,160.85,156.43,1302.28,332.38
13886,20251126,19,2920.64,1692.68,512.89,106.4,106.28,1227.96,502.39
13887,20251126,20,1206.88,750.18,255.86,71.61,42.66,456.7,86.57
13888,20251127,1,2242.1,1412.58,456.6,146.85,101.31,829.52,124.76
13889,20251127,2,973.45,558.83,182.97,45.52,47.96,414.62,138.17
13890,20251127,3,1557.06,987.68,269.1,66.86,76.87,569.38,156.55
13891,20251127,4,2769.32,1597.33,332.73,181.17,120.11,1171.99,537.98
13892,20251127,5,3624.32,2361.39,792.03,134.21,132.06,1262.93,204.63
13893,20251127,6,832.53,589.9,130.12,41.4,39.92,242.63,31.19
13894,20251127,7,2410.4,1443.83,447.87,101.22,85.05,966.57,332.43
13895,20251127,8,2313.3,1503.58,489.71,144.95,85.68,809.72,89.38
13896,20251127,9,808.8,548.55,176.31,26.36,29.22,260.25,28.36
13897,20251127,10,1198.5,737.47,201.39,46.67,47.28,461.03,165.69
13898,20251127,11,2281.85,1510.92,434.33,131.02,107.94,770.93,97.64
13899,20251127,12,4464.31,2614.37,934.97,235.24,217.35,1849.94,462.38
13900,20251127,13,2634.72,1714.25,415.19,180.52,122.8,920.47,201.96
13901,20251127,14,1698.94,1042.84,233.85,74.52,58.8,656.1,288.93
13902,20251127,15,3176.12,2369.11,419.32,102.49,111.11,807.01,174.09
13903,20251127,16,3524.16,2358.33,592.32,148.39,131.89,1165.83,293.23
13904,20251127,17,4553.87,2842.19,549.92,308.86,191.49,1711.68,661.41
13905,20251127,18,1513.46,857.78,323.4,110.07,72.21,655.68,150.0
13906,20251127,19,959.92,672.54,157.82,68.19,35.51,287.38,25.86
13907,20251127,20,4251.84,2645.95,865.12,258.86,202.04,1605.89,279.87
13908,20251128,1,1800.75,1083.16,249.87,54.59,66.64,717.59,346.49
13909,20251128,2,1352.61,856.3,188.81,56.6,46.28,496.31,204.62
13910,20251128,3,1567.38,1111.95,199.33,51.21,71.77,455.43,133.12
13911,20251128,4,3193.04,2047.61,626.61,103.15,130.62,1145.43,285.05
13912,20251128,5,3627.86,2447.36,756.21,233.2,142.69,1180.5,48.4
13913,20251128,6,1474.23,983.16,317.74,80.06,72.8,491.07,20.47
13914,20251128,7,1360.11,723.32,274.03,63.56,61.69,636.79,237.51
13915,20251128,8,4547.54,2702.25,843.66,239.99,173.43,1845.29,588.21
13916,20251128,9,3185.38,2041.27,663.68,236.98,128.07,1144.11,115.38
13917,20251128,10,4820.13,2929.16,801.64,354.73,172.99,1890.97,561.61
13918,20251128,11,7559.88,4711.77,1429.04,552.57,306.51,2848.11,559.99
13919,20251128,12,1250.47,771.75,262.32,63.96,56.28,478.72,96.16
13920,20251128,13,2765.7,1916.05,459.71,128.11,104.77,849.65,157.06
13921,20251128,14,983.67,640.1,215.87,75.75,41.28,343.57,10.67
13922,20251128,15,2175.49,1468.54,475.63,91.83,70.2,706.95,69.29
13923,20251128,16,3175.35,2181.54,534.65,244.56,149.07,993.81,65.53
13924,20251128,17,2044.67,1267.06,337.66,130.31,76.23,777.61,233.41
13925,20251128,18,3765.46,2413.19,586.45,217.99,126.84,1352.27,420.99
13926,20251128,19,912.77,593.97,125.6,59.95,43.23,318.8,90.02
13927,20251128,20,4024.79,2407.88,565.43,253.58,152.55,1616.91,645.35
13928,20251129,1,2302.72,1423.04,429.51,136.64,84.47,879.68,229.06
13929,20251129,2,4328.31,2709.95,905.85,177.99,139.58,1618.36,394.94
13930,20251129,3,1386.15,901.52,301.75,83.88,42.45,484.63,56.55
13931,20251129,4,1257.23,808.61,261.48,41.45,51.72,448.62,93.97
13932,20251129,5,3401.53,1930.25,500.16,118.09,105.43,1471.28,747.6
13933,20251129,6,6271.88,3938.54,774.39,326.34,220.49,2333.34,1012.12
13934,20251129,7,5184.3,3548.1,862.63,306.89,228.35,1636.2,238.33
13935,20251129,8,3245.31,2290.7,605.54,194.39,98.87,954.61,55.81
13936,20251129,9,1460.9,950.52,223.65,57.22,67.03,510.38,162.48
13937,20251129,10,1501.35,1015.48,188.92,88.65,63.07,485.87,145.23
13938,20251129,11,934.21,649.62,159.69,59.15,37.17,284.59,28.58
13939,20251129,12,2841.57,1924.83,436.38,119.97,119.11,916.74,241.28
13940,20251129,13,3029.83,1866.57,644.53,236.95,92.17,1163.26,189.61
13941,20251129,14,4121.48,2480.65,660.82,131.93,169.37,1640.83,678.71
13942,20251129,15,1776.95,1188.36,337.97,114.81,75.46,588.59,60.35
13943,20251129,16,5367.36,3322.86,728.22,264.62,187.55,2044.5,864.11
13944,20251129,17,1550.6,814.27,279.97,100.38,57.24,736.33,298.74
13945,20251129,18,3056.76,2014.96,608.15,202.04,107.4,1041.8,124.21
13946,20251129,19,2393.76,1457.93,430.99,105.66,113.37,935.83,285.81
13947,20251129,20,4279.85,2391.84,703.52,324.19,139.55,1888.01,720.75
13948,20251130,1,4525.8,2804.39,889.53,303.08,210.7,1721.41,318.1
13949,20251130,2,2852.01,1799.25,418.78,135.28,97.58,1052.76,401.12
13950,20251130,3,5020.22,3064.48,717.06,221.78,218.88,1955.74,798.02
13951,20251130,4,2677.16,1636.78,475.55,178.3,109.78,1040.38,276.75
13952,20251130,5,1170.01,767.81,228.38,88.47,48.42,402.2,36.93
13953,20251130,6,3145.65,2115.13,446.2,106.03,120.48,1030.52,357.81
13954,20251130,7,4532.71,2854.8,950.58,280.8,211.44,1677.91,235.09
13955,20251130,8,2240.26,1372.08,274.99,127.69,106.57,868.18,358.93
13956,20251130,9,5047.52,2957.26,716.43,352.19,162.09,2090.26,859.55
13957,20251130,10,3436.45,2404.6,458.33,269.09,151.92,1031.85,152.51
13958,20251130,11,1930.01,1357.71,253.78,99.59,60.33,572.3,158.6
13959,20251130,12,3968.69,2432.9,856.12,236.43,185.07,1535.79,258.17
13960,20251130,13,3397.86,2037.09,588.55,135.69,151.01,1360.77,485.52
13961,20251130,14,4742.27,2951.32,996.4,218.89,205.58,1790.95,370.08
13962,20251130,15,2776.23,1952.42,508.52,219.65,114.45,823.81,-18.81
13963,20251130,16,2549.48,1707.51,560.64,125.54,125.35,841.97,30.44
13964,20251130,17,3688.5,2364.87,676.31,222.68,168.74,1323.63,255.9
13965,20251130,18,1694.59,1057.41,305.47,107.12,58.14,637.18,166.45
13966,20251130,19,1878.69,1154.56,244.5,146.29,82.01,724.13,251.33
13967,20251130,20,5117.1,2808.87,811.39,346.18,159.31,2308.23,991.35
13968,20251201,1,1498.3,816.07,251.49,90.01,70.71,682.23,270.02
13969,20251201,2,3069.23,1963.22,527.34,218.97,126.91,1106.01,232.79
13970,20251201,3,4858.72,3070.51,989.3,191.51,181.71,1788.21,425.69
13971,20251201,4,7002.7,4184.62,1477.87,363.93,332.12,2818.08,644.16
13972,20251201,5,4731.78,2734.08,873.1,250.09,145.27,1997.7,729.24
13973,20251201,6,1138.62,688.1,198.16,79.63,49.93,450.52,122.8
13974,20251201,7,6369.72,4099.65,803.35,212.65,240.31,2270.07,1013.76
13975,20251201,8,5435.87,3636.87,869.82,394.97,190.51,1799.0,343.7
13976,20251201,9,1233.97,851.64,170.68,53.47,46.28,382.33,111.9
13977,20251201,10,746.01,529.04,107.61,54.37,36.82,216.97,18.17
13978,20251201,11,1504.25,943.64,235.25,87.1,63.82,560.61,174.44
13979,20251201,12,2766.25,1877.94,403.12,159.12,90.94,888.31,235.13
13980,20251201,13,1555.9,987.04,187.01,104.88,74.79,568.86,202.18
13981,20251201,14,3041.72,1736.27,485.04,160.47,142.54,1305.45,517.4
13982,20251201,15,961.99,696.09,197.83,48.21,38.82,265.9,-18.96
13983,20251201,16,2001.83,1182.3,363.74,72.0,84.91,819.53,298.88
13984,20251201,17,3551.26,2099.89,776.9,172.04,110.54,1451.37,391.89
13985,20251201,18,4774.43,2668.56,726.54,336.31,225.5,2105.87,817.52
13986,20251201,19,1663.94,1031.67,304.21,77.08,78.42,632.27,172.56
13987,20251201,20,6297.97,3890.28,1041.1,226.78,212.52,2407.69,927.29
13988,20251202,1,2124.41,1236.93,354.08,98.55,98.26,887.48,336.59
13989,20251202,2,1571.96,998.89,323.95,52.27,75.31,573.07,121.54
13990,20251202,3,4222.12,2506.44,854.23,259.81,208.67,1715.68,392.97
13991,20251202,4,2650.3,1819.83,574.32,89.32,106.78,830.47,60.05
13992,20251202,5,1568.05,986.45,235.6,93.28,72.46,581.6,180.26
13993,20251202,6,1689.46,1133.24,307.33,56.41,69.51,556.22,122.97
13994,20251202,7,2053.2,1373.59,309.29,83.29,81.26,679.61,205.77
13995,20251202,8,2558.25,1563.25,324.27,94.38,118.69,995.0,457.66
13996,20251202,9,6608.87,3746.37,884.38,273.77,288.07,2862.5,1416.28
13997,20251202,10,2867.15,1829.43,582.54,102.84,95.03,1037.72,257.31
13998,20251202,11,2563.35,1582.3,532.86,179.96,79.68,981.05,188.55
13999,20251202,12,4576.43,2971.92,661.55,165.5,211.83,1604.51,565.63
14000,20251202,13,1697.7,1055.32,206.6,86.21,56.99,642.38,292.58
14001,20251202,14,5701.93,3638.45,903.05,374.99,282.26,2063.48,503.18
14002,20251202,15,7256.96,4287.21,1273.92,555.73,308.93,2969.75,831.17
14003,20251202,16,4260.65,3125.08,640.81,315.76,178.0,1135.57,1.0
14004,20251202,17,3852.86,2421.05,652.07,231.91,163.08,1431.81,384.75
14005,20251202,18,5955.06,3725.76,726.76,474.08,266.02,2229.3,762.44
14006,20251202,19,2442.44,1599.74,338.23,101.76,96.34,842.7,306.37
14007,20251202,20,2998.11,1819.78,640.26,231.92,130.2,1178.33,175.95
14008,20251203,1,3430.72,2160.88,517.35,165.72,164.21,1269.84,422.56
14009,20251203,2,912.76,578.64,182.84,27.61,36.4,334.12,87.27
14010,20251203,3,3523.11,2218.23,617.02,254.59,130.17,1304.88,303.1
14011,20251203,4,4044.83,2609.59,668.28,215.83,127.47,1435.24,423.66
14012,20251203,5,2402.34,1465.58,310.47,83.17,82.69,936.76,460.43
14013,20251203,6,969.73,566.4,207.2,58.92,45.5,403.33,91.71
14014,20251203,7,4436.07,2799.69,723.84,309.84,168.17,1636.38,434.53
14015,20251203,8,3411.52,2345.64,549.44,138.84,104.92,1065.88,272.68
14016,20251203,9,1453.93,929.36,279.29,114.61,67.09,524.57,63.58
14017,20251203,10,4141.52,2650.17,503.41,302.17,131.52,1491.35,554.25
14018,20251203,11,4837.3,2774.24,887.11,162.34,229.33,2063.06,784.28
14019,20251203,12,6080.12,4162.56,1232.35,204.49,231.62,1917.56,249.1
14020,20251203,13,2951.47,1936.92,530.32,111.33,113.79,1014.55,259.11
14021,20251203,14,2968.28,1613.62,585.26,97.71,119.22,1354.66,552.47
14022,20251203,15,91.47,48.49,13.49,4.86,3.49,42.98,21.14
14023,20251203,16,4762.09,3114.76,995.96,147.83,226.33,1647.33,277.21
14024,20251203,17,1819.98,1173.85,348.99,133.37,90.35,646.13,73.42
14025,20251203,18,1342.2,791.94,193.46,106.93,46.37,550.26,203.5
14026,20251203,19,4416.28,2849.46,591.21,332.22,215.08,1566.82,428.31
14027,20251203,20,5306.14,3334.97,735.65,256.68,171.55,1971.17,807.29
14028,20251204,1,3525.12,2342.97,441.37,209.99,150.91,1182.15,379.88
14029,20251204,2,5330.35,3386.98,946.47,415.47,161.85,1943.37,419.58
14030,20251204,3,3384.36,2040.49,572.54,212.66,106.11,1343.87,452.56
14031,20251204,4,3482.22,2256.97,620.9,191.66,149.8,1225.25,262.89
14032,20251204,5,2682.85,1644.74,389.43,135.5,107.49,1038.11,405.69
14033,20251204,6,3938.69,2488.89,842.84,251.48,161.07,1449.8,194.41
14034,20251204,7,3956.56,2509.52,649.82,229.29,193.79,1447.04,374.14
14035,20251204,8,553.65,330.74,115.1,27.01,24.04,222.91,56.76
14036,20251204,9,4100.98,2574.18,731.37,274.51,161.79,1526.8,359.13
14037,20251204,10,5958.61,3959.81,1154.57,460.97,221.18,1998.8,162.08
14038,20251204,11,2914.24,1941.84,420.36,133.25,108.4,972.4,310.39
14039,20251204,12,2801.27,1704.12,355.61,145.31,119.57,1097.15,476.66
14040,20251204,13,7172.04,4545.51,916.29,292.63,243.65,2626.53,1173.96
14041,20251204,14,7603.56,4711.31,1434.4,269.44,254.44,2892.25,933.97
14042,20251204,15,4240.1,2376.68,593.85,299.83,211.32,1863.42,758.42
14043,20251204,16,1721.49,1003.97,274.0,68.94,63.42,717.52,311.16
14044,20251204,17,6313.88,3528.83,1074.48,474.11,260.3,2785.05,976.16
14045,20251204,18,4274.23,2372.91,627.18,323.75,136.51,1901.32,813.88
14046,20251204,19,995.36,684.44,140.34,74.5,45.2,310.92,50.88
14047,20251204,20,1731.29,1101.34,341.45,84.68,79.92,629.95,123.9
14048,20251205,1,5100.3,2897.56,1037.2,170.42,203.77,2202.74,791.35
14049,20251205,2,5286.79,3204.73,916.57,287.12,186.65,2082.06,691.72
14050,20251205,3,4197.33,2565.94,909.53,277.26,164.85,1631.39,279.75
14051,20251205,4,2894.25,1867.25,360.99,217.98,124.26,1027.0,323.77
14052,20251205,5,7485.9,4492.35,1020.8,566.48,230.05,2993.55,1176.22
14053,20251205,6,1830.44,1096.92,239.36,135.11,76.98,733.52,282.07
14054,20251205,7,4774.77,2932.5,920.21,303.46,233.91,1842.27,384.69
14055,20251205,8,1820.83,1150.13,392.3,78.64,66.0,670.7,133.76
14056,20251205,9,2941.82,1729.65,411.12,115.15,127.98,1212.17,557.92
14057,20251205,10,4596.99,2763.82,866.86,246.14,176.17,1833.17,544.0
14058,20251205,11,2263.15,1409.76,451.75,70.29,75.76,853.39,255.59
14059,20251205,12,2014.2,1110.33,272.27,150.71,70.14,903.87,410.75
14060,20251205,13,1708.75,1025.29,286.91,101.11,57.86,683.46,237.58
14061,20251205,14,2706.12,1569.85,422.39,131.17,121.3,1136.27,461.41
14062,20251205,15,3654.05,2466.5,682.36,201.36,143.94,1187.55,159.89
14063,20251205,16,1814.3,1173.18,300.01,77.67,62.92,641.12,200.52
14064,20251205,17,2829.28,1706.22,472.05,138.38,102.11,1123.06,410.52
14065,20251205,18,4177.11,2562.08,560.94,199.86,179.05,1615.03,675.18
14066,20251205,19,3196.79,1874.24,625.21,241.58,147.54,1322.55,308.22
14067,20251205,20,7353.98,4920.3,1325.27,271.37,234.19,2433.68,602.85
14068,20251206,1,2836.48,1998.34,593.88,169.22,134.75,838.14,-59.71
14069,20251206,2,5028.44,3371.46,778.66,320.64,233.23,1656.98,324.45
14070,20251206,3,4513.88,2656.78,895.5,359.61,180.79,1857.1,421.2
14071,20251206,4,8774.66,5448.59,1248.06,628.26,420.24,3326.07,1029.51
14072,20251206,5,3635.19,2404.3,690.48,252.72,140.28,1230.89,147.41
14073,20251206,6,3984.66,2333.56,705.17,307.6,194.86,1651.1,443.47
14074,20251206,7,562.68,354.66,80.05,35.68,26.02,208.02,66.27
14075,20251206,8,939.34,557.28,174.71,69.54,31.79,382.06,106.02
14076,20251206,9,1046.58,656.35,222.62,57.43,51.16,390.23,59.02
14077,20251206,10,2707.55,1779.41,382.87,87.7,126.02,928.14,331.55
14078,20251206,11,5117.15,3054.54,1087.4,351.21,251.65,2062.61,372.35
14079,20251206,12,2631.51,1693.57,493.78,191.31,117.2,937.94,135.65
14080,20251206,13,3153.8,2022.6,449.17,112.81,99.13,1131.2,470.09
14081,20251206,14,3533.1,2318.67,436.22,190.68,151.36,1214.43,436.17
14082,20251206,15,4714.96,3123.4,1010.3,332.15,170.22,1591.56,78.89
14083,20251206,16,8567.77,4805.31,1459.54,373.26,281.82,3762.46,1647.84
14084,20251206,17,1900.48,1202.9,248.49,110.42,87.06,697.58,251.61
14085,20251206,18,2372.69,1739.43,296.57,101.11,92.09,633.26,143.49
14086,20251206,19,3538.63,2211.28,488.56,218.95,109.28,1327.35,510.56
14087,20251206,20,3058.02,1721.85,404.43,127.61,126.86,1336.17,677.27
14088,20251207,1,1403.54,816.38,219.55,100.45,61.39,587.16,205.77
14089,20251207,2,1433.43,838.52,251.47,75.3,49.96,594.91,218.18
14090,20251207,3,1593.27,1037.35,248.42,126.82,60.94,555.92,119.74
14091,20251207,4,3828.76,2568.94,687.75,201.52,143.02,1259.82,227.53
14092,20251207,5,3916.87,2500.94,683.12,120.62,149.24,1415.93,462.95
14093,20251207,6,3754.71,2500.66,565.03,143.32,163.16,1254.05,382.54
14094,20251207,7,4238.96,2715.86,562.29,134.61,200.91,1523.1,625.29
14095,20251207,8,3976.27,2555.69,530.92,275.91,125.91,1420.58,487.84
14096,20251207,9,103.61,81.19,17.85,3.2,4.73,22.42,-3.36
14097,20251207,10,6095.9,3847.52,883.41,308.47,257.12,2248.38,799.38
14098,20251207,11,4104.03,2604.97,647.37,151.7,150.81,1499.06,549.18
14099,20251207,12,3230.57,1762.71,708.18,200.32,137.1,1467.86,422.26
14100,20251207,13,4345.01,2784.9,700.75,276.35,149.27,1560.11,433.74
14101,20251207,14,1659.91,1025.39,330.94,123.51,67.89,634.52,112.18
14102,20251207,15,4738.44,2979.49,967.85,313.14,153.42,1758.95,324.54
14103,20251207,16,830.79,482.96,124.53,44.82,32.66,347.83,145.82
14104,20251207,17,669.2,490.96,86.63,46.48,20.98,178.24,24.15
14105,20251207,18,1113.25,659.22,201.25,82.4,35.47,454.03,134.91
14106,20251207,19,4157.79,2496.31,689.77,304.33,201.09,1661.48,466.29
14107,20251207,20,2569.24,1559.56,480.26,140.27,86.79,1009.68,302.36
14108,20251208,1,2157.98,1333.17,353.52,140.12,104.82,824.81,226.35
14109,20251208,2,2821.43,1753.8,538.29,89.75,107.38,1067.63,332.21
14110,20251208,3,1129.44,578.88,182.89,57.67,45.35,550.56,264.65
14111,20251208,4,2772.8,1817.24,573.74,190.82,131.53,955.56,59.47
14112,20251208,5,1915.02,1205.18,254.69,136.67,95.7,709.84,222.78
14113,20251208,6,1679.01,1157.6,231.85,105.3,68.14,521.41,116.12
14114,20251208,7,4703.03,2747.64,877.78,172.13,227.06,1955.39,678.42
14115,20251208,8,3102.11,1936.07,501.4,172.46,93.11,1166.04,399.07
14116,20251208,9,3257.32,1978.7,645.61,194.42,114.73,1278.62,323.86
14117,20251208,10,1749.55,1073.99,230.91,125.82,64.98,675.56,253.85
14118,20251208,11,5832.94,3828.41,1149.29,217.53,260.48,2004.53,377.23
14119,20251208,12,2392.86,1575.05,328.66,143.55,93.41,817.81,252.19
14120,20251208,13,3657.44,2385.19,639.72,193.46,166.9,1272.25,272.17
14121,20251208,14,5713.57,3490.66,742.3,200.21,273.39,2222.91,1007.01
14122,20251208,15,1317.53,877.13,245.23,54.74,40.73,440.4,99.7
14123,20251208,16,3781.87,2402.01,727.27,208.94,113.67,1379.86,329.98
14124,20251208,17,3110.02,1947.1,562.21,141.85,152.83,1162.92,306.03
14125,20251208,18,2355.11,1404.3,331.66,184.04,92.2,950.81,342.91
14126,20251208,19,2696.54,1689.66,583.52,116.71,121.86,1006.88,184.79
14127,20251208,20,3644.18,2254.4,698.05,242.29,155.34,1389.78,294.1
14128,20251209,1,4418.73,2714.19,745.93,331.7,180.92,1704.54,445.99
14129,20251209,2,5659.31,3684.45,979.29,322.35,172.94,1974.86,500.28
14130,20251209,3,3072.85,1675.92,459.02,96.34,102.57,1396.93,739.0
14131,20251209,4,3659.01,2226.81,569.04,210.62,160.89,1432.2,491.65
14132,20251209,5,6349.03,3801.02,1288.35,190.83,211.49,2548.01,857.34
14133,20251209,6,601.99,409.8,117.25,26.86,22.48,192.19,25.6
14134,20251209,7,1003.55,612.58,200.76,56.13,49.12,390.97,84.96
14135,20251209,8,3547.12,2325.73,463.71,169.54,114.09,1221.39,474.05
14136,20251209,9,1229.28,806.43,148.82,68.33,43.01,422.85,162.69
14137,20251209,10,517.53,307.47,103.32,35.82,20.04,210.06,50.88
14138,20251209,11,3404.98,2145.01,628.93,225.73,154.26,1259.97,251.05
14139,20251209,12,1662.56,1042.59,200.53,100.58,74.1,619.97,244.76
14140,20251209,13,2503.22,1318.85,411.1,109.33,118.51,1184.37,545.43
14141,20251209,14,3844.76,2530.45,686.17,285.07,168.36,1314.31,174.71
14142,20251209,15,2365.32,1307.71,486.28,109.53,73.22,1057.61,388.58
14143,20251209,16,4682.23,2834.66,673.93,276.75,185.8,1847.57,711.09
14144,20251209,17,2784.88,1813.8,368.8,111.71,91.58,971.08,398.99
14145,20251209,18,1782.07,1099.77,222.67,61.72,58.92,682.3,338.99
14146,20251209,19,2205.27,1641.93,293.96,95.48,106.59,563.34,67.31
14147,20251209,20,2559.45,1512.05,384.99,201.55,105.7,1047.4,355.16
14148,20251210,1,1411.72,954.4,276.23,67.95,44.92,457.32,68.22
14149,20251210,2,1311.89,851.67,275.51,86.5,42.04,460.22,56.17
14150,20251210,3,2891.4,1968.37,547.98,134.12,134.92,923.03,106.01
14151,20251210,4,3818.65,2495.91,782.21,229.61,150.9,1322.74,160.02
14152,20251210,5,2029.44,1298.51,383.12,88.31,63.18,730.93,196.32
14153,20251210,6,1611.44,996.98,193.73,96.49,69.37,614.46,254.87
14154,20251210,7,1947.85,1132.06,237.75,120.16,61.14,815.79,396.74
14155,20251210,8,4521.16,2683.76,647.92,156.24,187.36,1837.4,845.88
14156,20251210,9,3624.57,2187.11,648.77,209.99,179.48,1437.46,399.22
14157,20251210,10,2629.39,1664.48,471.17,126.5,90.37,964.91,276.87
14158,20251210,11,1132.9,643.97,140.92,83.03,51.13,488.93,213.85
14159,20251210,12,2254.62,1328.91,308.17,76.4,99.47,925.71,441.67
14160,20251210,13,1283.95,779.16,180.72,75.03,52.68,504.79,196.36
14161,20251210,14,5425.26,3609.89,832.18,272.12,202.19,1815.37,508.88
14162,20251210,15,3680.74,2236.57,497.97,131.84,111.19,1444.17,703.17
14163,20251210,16,2562.47,1624.42,323.39,123.8,78.9,938.05,411.96
14164,20251210,17,3292.66,2259.64,541.37,167.43,122.18,1033.02,202.04
14165,20251210,18,1475.84,857.91,221.4,45.56,71.63,617.93,279.34
14166,20251210,19,1475.57,965.68,182.88,60.37,56.57,509.89,210.07
14167,20251210,20,3121.07,2207.08,519.91,120.62,133.7,913.99,139.76
14168,20251211,1,3010.08,1892.61,383.7,128.32,108.35,1117.47,497.1
14169,20251211,2,2401.39,1504.29,389.81,155.91,106.27,897.1,245.11
14170,20251211,3,4369.71,2909.81,569.2,341.98,178.66,1459.9,370.06
14171,20251211,4,2926.56,1786.35,404.29,155.48,126.26,1140.21,454.18
14172,20251211,5,2266.98,1318.72,482.86,161.14,110.99,948.26,193.27
14173,20251211,6,647.11,471.27,102.01,24.27,29.58,175.84,19.98
14174,20251211,7,1364.14,928.6,241.69,88.52,64.72,435.54,40.61
14175,20251211,8,2595.21,1400.15,421.24,109.65,113.57,1195.06,550.6
14176,20251211,9,2815.23,1473.13,617.2,86.0,109.09,1342.1,529.81
14177,20251211,10,6785.16,4450.38,849.28,308.46,274.83,2334.78,902.21
14178,20251211,11,1601.81,847.25,238.44,102.22,66.01,754.56,347.89
14179,20251211,12,4737.39,3133.55,853.51,222.14,167.89,1603.84,360.3
14180,20251211,13,2123.76,1364.88,335.26,113.93,76.61,758.88,233.08
14181,20251211,14,2186.06,1289.77,270.68,84.97,69.58,896.29,471.06
14182,20251211,15,2622.31,1864.03,519.37,181.78,79.3,758.28,-22.17
14183,20251211,16,2930.48,1958.91,403.49,121.7,114.47,971.57,331.91
14184,20251211,17,3910.53,2496.94,638.3,294.38,169.63,1413.59,311.28
14185,20251211,18,1962.74,1227.79,386.74,156.6,63.46,734.95,128.15
14186,20251211,19,8803.17,5852.12,1224.37,377.5,397.48,2951.05,951.7
14187,20251211,20,2279.54,1323.43,366.1,156.23,82.8,956.11,350.98
14188,20251212,1,6191.45,3806.62,1269.42,457.83,309.5,2384.83,348.08
14189,20251212,2,1296.25,819.46,279.76,77.11,40.3,476.79,79.62
14190,20251212,3,2334.91,1663.78,483.93,85.41,114.45,671.13,-12.66
14191,20251212,4,338.09,210.12,53.56,21.43,10.92,127.97,42.06
14192,20251212,5,497.23,344.39,97.09,34.16,21.37,152.84,0.22
14193,20251212,6,2480.31,1544.41,509.72,93.52,121.65,935.9,211.01
14194,20251212,7,2253.73,1340.11,443.96,172.75,79.75,913.62,217.16
14195,20251212,8,5085.32,3097.59,1097.12,334.17,208.53,1987.73,347.91
14196,20251212,9,1420.82,888.66,192.7,83.7,70.84,532.16,184.92
14197,20251212,10,2142.38,1346.11,437.68,71.07,85.62,796.27,201.9
14198,20251212,11,1296.44,837.95,280.66,58.85,55.75,458.49,63.23
14199,20251212,12,3052.11,2252.55,562.57,131.78,115.44,799.56,-10.23
14200,20251212,13,1729.56,1045.7,268.69,116.58,85.35,683.86,213.24
14201,20251212,14,2116.7,1434.36,441.7,89.19,73.37,682.34,78.08
14202,20251212,15,3885.79,2702.18,793.79,174.22,177.5,1183.61,38.1
14203,20251212,16,4971.18,3160.88,1030.65,199.18,162.77,1810.3,417.7
14204,20251212,17,1277.51,844.63,201.47,93.79,41.72,432.88,95.9
14205,20251212,18,2579.13,1559.9,352.25,103.92,78.48,1019.23,484.58
14206,20251212,19,4040.96,2833.25,619.53,146.15,153.33,1207.71,288.7
14207,20251212,20,1608.27,1087.98,209.87,72.79,53.6,520.29,184.03
14208,20251213,1,6474.01,4165.54,1215.99,208.58,213.95,2308.47,669.95
14209,20251213,2,2333.59,1373.4,408.12,79.35,80.31,960.19,392.41
14210,20251213,3,3592.87,2441.89,625.2,286.32,176.64,1150.98,62.82
14211,20251213,4,3235.41,1996.04,697.07,111.87,128.9,1239.37,301.53
14212,20251213,5,1555.4,911.76,198.07,97.73,62.21,643.64,285.63
14213,20251213,6,792.94,452.7,111.15,33.33,28.05,340.24,167.71
14214,20251213,7,5711.48,3401.24,1229.16,421.46,194.77,2310.24,464.85
14215,20251213,8,2132.23,1255.12,364.57,67.22,74.53,877.11,370.79
14216,20251213,9,1995.46,1242.82,312.04,144.13,72.32,752.64,224.15
14217,20251213,10,6264.16,3836.26,1105.37,339.83,206.24,2427.9,776.46
14218,20251213,11,2063.08,1443.63,305.73,103.4,92.28,619.45,118.04
14219,20251213,12,5338.02,3091.43,1031.88,283.72,258.56,2246.59,672.43
14220,20251213,13,3880.18,2783.75,569.09,149.41,168.99,1096.43,208.94
14221,20251213,14,1840.01,1206.19,275.54,129.77,78.25,633.82,150.26
14222,20251213,15,4579.29,2974.31,747.92,246.02,212.64,1604.98,398.4
14223,20251213,16,2733.84,1682.92,443.03,87.91,109.89,1050.92,410.09
14224,20251213,17,4664.86,2995.19,954.18,322.06,216.57,1669.67,176.86
14225,20251213,18,3847.74,2341.44,567.86,211.87,152.51,1506.3,574.06
